   DummyChannelData serviceData[] = 
   {
      { 1,   ChannelInfo::eTV, "BBC ONE", 0x233a, 0x1041, 0x1041, 0, "BBC", false, false, true, true },
      { 2,   ChannelInfo::eTV, "BBC TWO", 0x233a, 0x1041, 0x10bf, 0, "BBC", false, false, true, true },
      { 3,   ChannelInfo::eTV, "ITV1", 0x233a, 0x200c, 0x204c, 0, "ITV", false, false, true, true },
      { 4,   ChannelInfo::eTV, "Channel 4", 0x233a, 0x200c, 0x20c0, 0, "Channel 4 TV", false, false, true, true },
      { 5,   ChannelInfo::eTV, "Channel 5", 0x233a, 0x200c, 0x2134, 0, "five", false, false, true, true },
      { 6,   ChannelInfo::eTV, "ITV2", 0x233a, 0x200c, 0x2085, 0, "ITV", false, false, true, true },
      { 7,   ChannelInfo::eTV, "BBC THREE", 0x233a, 0x1041, 0x10c0, 0, "BBC", false, false, true, true },
      { 9,   ChannelInfo::eTV, "BBC FOUR", 0x233a, 0x1041, 0x11c0, 0, "BBC", false, false, true, true },
      { 10,  ChannelInfo::eTV, "ITV3", 0x233a, 0x3006, 0x3eb0, 0, "ITV", false, false, true, true },
      { 11,  ChannelInfo::eTV, "Pick TV", 0x233a, 0x5040, 0x56c0, 0, "Sky", false, false, true, true },
      { 12,  ChannelInfo::eTV, "Yesterday", 0x233a, 0x6040, 0x64c0, 0, "UKTV", false, false, true, true },
      { 13,  ChannelInfo::eTV, "Channel 4+1", 0x233a, 0x200c, 0x2104, 0, "Channel 4 TV", false, false, true, true },
      { 14,  ChannelInfo::eTV, "More 4", 0x233a, 0x200c, 0x20fa, 0, "Channel 4 TV", false, false, true, true },
      { 15,  ChannelInfo::eTV, "Film4", 0x233a, 0x6040, 0x6a00, 0, "Channel 4 TV", false, false, true, true },
      { 16,  ChannelInfo::eTV, "QVC", 0x233a, 0x3006, 0x3340, 0, "QVC", false, false, true, true },
      { 17,  ChannelInfo::eTV, "G.O.L.D.", 0x233a, 0x3006, 0x3cc0, 0, "five", false, false, true, true },
      { 18,  ChannelInfo::eTV, "4Music", 0x233a, 0x6040, 0x6440, 0, "", false, false, true, true },
      { 19,  ChannelInfo::eTV, "Dave", 0x233a, 0x5040, 0x5700, 0, "UKTV", false, false, true, true },
      { 20,  ChannelInfo::eTV, "Really", 0x233a, 0x5040, 0x5ca0, 0, "UKTV", false, false, true, true },
      { 21,  ChannelInfo::eTV, "VIVA", 0x233a, 0x6040, 0x6480, 0, "MTV Europe", false, false, true, true },
      { 22,  ChannelInfo::eTV, "Ideal World", 0x233a, 0x6040, 0x6540, 0, "", false, false, true, true },
      { 23,  ChannelInfo::eTV, "bid tv", 0x233a, 0x3006, 0x37c0, 0, "Sit-Up Ltd", false, false, true, true },
      { 24,  ChannelInfo::eTV, "ITV4", 0x233a, 0x6040, 0x6d80, 0, "ITV", false, false, true, true },
      { 25,  ChannelInfo::eTV, "Dave ja vu", 0x233a, 0x5040, 0x5d80, 0, "UKTV", false, false, true, true },
      { 26,  ChannelInfo::eTV, "Home", 0x233a, 0x3006, 0x3a80, 0, "five", false, false, true, true },
      { 27,  ChannelInfo::eTV, "ITV2 +1", 0x233a, 0x3006, 0x3e50, 0, "ITV", false, false, true, true },
      { 28,  ChannelInfo::eTV, "E4", 0x233a, 0x200c, 0x2100, 0, "Channel 4 TV", false, false, true, true },
      { 29,  ChannelInfo::eTV, "E4+1", 0x233a, 0x5040, 0x5740, 0, "Channel 4 TV", false, false, true, true },
      { 30,  ChannelInfo::eTV, "5*", 0x233a, 0x3006, 0x3280, 0, "five", false, false, true, true },
      { 31,  ChannelInfo::eTV, "5 USA", 0x233a, 0x3006, 0x32c0, 0, "five", false, false, true, true },
      { 32,  ChannelInfo::eTV, "Big Deal", 0x233a, 0x5040, 0x5dc0, 0, "", false, false, true, true },
      { 33,  ChannelInfo::eTV, "ITV1 +1", 0x233a, 0x200c, 0x20b0, 0, "ITV", false, false, true, true },
      { 34,  ChannelInfo::eTV, "ESPN", 0x233a, 0x3006, 0x3ee0, 0, "ESPN", false, false, true, true },
      { 36,  ChannelInfo::eTV, "Create & Craft", 0x233a, 0x5040, 0x5f40, 0, "Ideal Shopping Direct Plc", false, false, true, true },
      { 37,  ChannelInfo::eTV, "price-drop tv", 0x233a, 0x5040, 0x57c0, 0, "sit-up limited", false, false, true, true },
      { 38,  ChannelInfo::eTV, "QUEST", 0x233a, 0x3006, 0x38a2, 0, "DNE", false, false, true, true },
      { 39,  ChannelInfo::eTV, "The Zone", 0x233a, 0x3006, 0x38c4, 0, "ITV", false, false, true, true },
      { 40,  ChannelInfo::eTV, "Rocks & Co 1", 0x233a, 0x6040, 0x6cc0, 0, "NETPLAYTV", false, false, true, true },
      { 41,  ChannelInfo::eTV, "Sky Sports 1", 0x233a, 0x6040, 0x6a60, 0, "BT plc", true, false, true, true },
      { 42,  ChannelInfo::eTV, "Sky Sports 2", 0x233a, 0x6040, 0x6aa0, 0, "BT plc", true, false, true, true },
      { 43,  ChannelInfo::eTV, "Gems TV", 0x233a, 0x5040, 0x5f80, 0, "Coloured Rocks", false, false, true, true },
      { 46,  ChannelInfo::eTV, "Challenge", 0x233a, 0x5040, 0x56d2, 0, "BSkyB", false, false, true, true },
      { 47,  ChannelInfo::eTV, "Daystar", 0x233a, 0x5040, 0x5f00, 0, "Daystar", false, false, true, true },
      { 48,  ChannelInfo::eTV, "QVC Beauty", 0x233a, 0x6040, 0x6e80, 0, "QVC", false, false, true, true },
      { 49,  ChannelInfo::eTV, "Food Network", 0x233a, 0x5040, 0x5a00, 0, "Food Network", false, false, true, true },
      { 50,  ChannelInfo::eTV, "BBC One HD", 0x233a, 0x4082, 0x4484, 0, "BBC", false, true, true, true },
      { 51,  ChannelInfo::eTV, "ITV1 HD", 0x233a, 0x4082, 0x44fe, 0, "ITV", false, true, true, true },
      { 52,  ChannelInfo::eTV, "Channel 4 HD", 0x233a, 0x4082, 0x4500, 0, "CHANNEL FOUR", false, true, true, true },
      { 54,  ChannelInfo::eTV, "BBC HD", 0x233a, 0x4082, 0x4440, 0, "BBC", false, true, true, true },
      { 60,  ChannelInfo::eTV, "The Jewellery Channel", 0x233a, 0x3006, 0x3824, 0, "The Jewellery Channel", false, false, true, true },
      { 70,  ChannelInfo::eTV, "CBBC Channel", 0x233a, 0x1041, 0x1200, 0, "BBC", false, false, true, true },
      { 71,  ChannelInfo::eTV, "CBeebies", 0x233a, 0x1041, 0x1240, 0, "BBC", false, false, true, true },
      { 72,  ChannelInfo::eTV, "CITV", 0x233a, 0x3006, 0x3ea0, 0, "ITV", false, false, true, true },
      { 80,  ChannelInfo::eTV, "BBC NEWS", 0x233a, 0x1041, 0x1100, 0, "BBC", false, false, true, true },
      { 81,  ChannelInfo::eTV, "BBC Parliament", 0x233a, 0x1041, 0x1280, 0, "BBC", false, false, true, true },
      { 82,  ChannelInfo::eTV, "Sky News", 0x233a, 0x5040, 0x5640, 0, "Sky", false, false, true, true },
      { 85,  ChannelInfo::eTV, "Russia Today", 0x233a, 0x6040, 0x6b40, 0, "Information TV", false, false, true, true },
      { 87,  ChannelInfo::eTV, "COMMUNITY", 0x233a, 0x5040, 0x5e00, 0, "Mediatrust", false, false, true, true },
      { 89,  ChannelInfo::eTV, "Al Jazeera Eng", 0x233a, 0x6040, 0x6c40, 0, "Al Jazeera International Ltd", false, false, true, true },
      { 93,  ChannelInfo::eTV, "Television X", 0x233a, 0x3006, 0x3b80, 0, "five", false, false, true, true },
      { 94,  ChannelInfo::eTV, "ADULT smileTV2", 0x233a, 0x6040, 0x6b80, 0, "", false, false, true, true },
      { 95,  ChannelInfo::eTV, "ADULT smileTV3", 0x233a, 0x5040, 0x5780, 0, "Game Network", false, false, true, true },
      { 96,  ChannelInfo::eTV, "ADULT Babestn", 0x233a, 0x6040, 0x6d00, 0, "Game Network", false, false, true, true },
      { 97,  ChannelInfo::eTV, "ADULT PARTY", 0x233a, 0x5040, 0x5ec0, 0, "Square1 Management Ltd", false, false, true, true },
      { 98,  ChannelInfo::eTV, "ADULT Blue", 0x233a, 0x5040, 0x5e40, 0, "Games Network BV", false, false, true, true },
      { 105, ChannelInfo::eTV, "BBC Red Button", 0x233a, 0x1041, 0x1140, 0, "BBC", false, false, true, true },
      { 191, ChannelInfo::eTV, "ADULT redhotTV", 0x233a, 0x3006, 0x3d40, 0, "RHF", false, false, true, true },
      { 192, ChannelInfo::eTV, "ADULT Filth", 0x233a, 0x3006, 0x3d70, 0, "RHF", false, false, true, true },
      { 193, ChannelInfo::eTV, "ADULT Babestn2", 0x233a, 0x5040, 0x5d40, 0, "Games Network BV", false, false, true, true },
      { 301, ChannelInfo::eTV, "301", 0x233a, 0x1041, 0x1c00, 0, "BBC", false, false, true, true },
      { 307, ChannelInfo::eTV, "TOPUP Anytime1", 0x233a, 0x3006, 0x3f60, 0, "TUTV", false, false, true, true },
      { 309, ChannelInfo::eTV, "TOPUP Anytime3", 0x233a, 0x3006, 0x3fa0, 0, "TUTV", false, false, true, true },
      { 700, ChannelInfo::eRadio, "BBC Radio 1", 0x233a, 0x1041, 0x1a40, 0, "BBC", false, false, true, true },
      { 701, ChannelInfo::eRadio, "BBC R1X", 0x233a, 0x1041, 0x1700, 0, "BBC", false, false, true, true },
      { 702, ChannelInfo::eRadio, "BBC Radio 2", 0x233a, 0x1041, 0x1a80, 0, "BBC", false, false, true, true },
      { 703, ChannelInfo::eRadio, "BBC Radio 3", 0x233a, 0x1041, 0x1ac0, 0, "BBC", false, false, true, true },
      { 704, ChannelInfo::eRadio, "BBC Radio 4", 0x233a, 0x1041, 0x1b00, 0, "BBC", false, false, true, true },
      { 705, ChannelInfo::eRadio, "BBC R5L", 0x233a, 0x1041, 0x1600, 0, "BBC", false, false, true, true },
      { 706, ChannelInfo::eRadio, "BBC R5SX", 0x233a, 0x1041, 0x1640, 0, "BBC", false, false, true, true },
      { 707, ChannelInfo::eRadio, "BBC 6 Music", 0x233a, 0x1041, 0x1680, 0, "BBC", false, false, true, true },
      { 708, ChannelInfo::eRadio, "BBC Radio 4 Ex", 0x233a, 0x1041, 0x16c0, 0, "BBC", false, false, true, true },
      { 709, ChannelInfo::eRadio, "BBC Asian Net.", 0x233a, 0x1041, 0x1740, 0, "BBC", false, false, true, true },
      { 710, ChannelInfo::eRadio, "BBC World Sv.", 0x233a, 0x1041, 0x1780, 0, "BBC", false, false, true, true },
      { 711, ChannelInfo::eRadio, "The Hits Radio", 0x233a, 0x6040, 0x67c0, 0, "", false, false, true, true },
      { 712, ChannelInfo::eRadio, "Smash Hits!", 0x233a, 0x6040, 0x69a0, 0, "Bauer", false, false, true, true },
      { 713, ChannelInfo::eRadio, "Kiss", 0x233a, 0x6040, 0x6640, 0, "", false, false, true, true },
      { 714, ChannelInfo::eRadio, "heat", 0x233a, 0x6040, 0x6680, 0, "", false, false, true, true },
      { 715, ChannelInfo::eRadio, "Magic", 0x233a, 0x6040, 0x6800, 0, "", false, false, true, true },
      { 716, ChannelInfo::eRadio, "Q", 0x233a, 0x6040, 0x6840, 0, "", false, false, true, true },
      { 718, ChannelInfo::eRadio, "SMOOTH RADIO", 0x233a, 0x6040, 0x6700, 0, "GMG", false, false, true, true },
      { 722, ChannelInfo::eRadio, "Kerrang!", 0x233a, 0x6040, 0x66c0, 0, "", false, false, true, true },
      { 723, ChannelInfo::eRadio, "talkSPORT", 0x233a, 0x5040, 0x5840, 0, "talkSPORT", false, false, true, true },
      { 724, ChannelInfo::eRadio, "Capital FM", 0x233a, 0x3006, 0x39a0, 0, "Global Radio", false, false, true, true },
      { 725, ChannelInfo::eRadio, "Premier Radio", 0x233a, 0x6040, 0x6e00, 0, "London Christian Radio Ltd", false, false, true, true },
      { 727, ChannelInfo::eRadio, "Absolute Radio", 0x233a, 0x3006, 0x3960, 0, "TIML Radio", false, false, true, true },
      { 728, ChannelInfo::eRadio, "Heart", 0x233a, 0x3006, 0x3980, 0, "Global Radio", false, false, true, true }
   };

DummyProgData progData[] = {
{ 1000, 32, 1, { { "/23vbzj", 1 } }, 0, true, "Waterford to Hook Head: In Waterford, Alice Roberts learns how to make glass from sand. Neil Oliver visits the oldest intact operational lighthouse in the world at Hook Head. [S]", 0x233a, 0x4440, 0x4082, 1318615200, NULL, true, 0, 0, false, false, 0, 65576035, 0, 1, 1318614300, "Coast", false},
{ 1000, 48, 1, { { "/23vc6i", 1 } }, 0, true, "4/9. Joining Jools are veteran British rock singer Peter Gabriel, The Horrors, Noah & the Whale, online sensation Lana Del Rey, and Mercury-nominated Ghostpoet. [S]", 0x233a, 0x4440, 0x4082, 1318728900, NULL, true, 0, 0, false, false, 0, 65576039, 0, 1, 1318725000, "Later... with Jools Holland", false},
{ 1000, 80, 2, {{ "/svzbk", 1 }, { "/krs9xe", 2 }}, 0, true, "CBeebies. 20/25. Koala: Squiglet helps Kenny Koala jump high enough to be on the gymnastics team. [S]", 0x233a, 0x4440, 0x4082, 1318687800, NULL, true, 0, 0, false, false, 0, 65576047, 0, 1, 1318686900, "Get Squiggling", false},
